replicate_full	Read_1_file	Read_2_file	read_len	amplicon_size	amplicon_sd	min_overlap	max_mismatch_dens	output_file
FUT8_T20_C2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C2_S155_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C2_S155_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_T20_C2.extendedFrags.fastq.gz
FUT8_T20_C3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C3_S156_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C3_S156_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_T20_C3.extendedFrags.fastq.gz
FUT8_T20_C4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C4_S157_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C4_S157_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_T20_C4.extendedFrags.fastq.gz
FUT8_T20_C5	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C5_S158_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C5_S158_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_T20_C5.extendedFrags.fastq.gz
FUT8_T20_C6	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C6_S159_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C6_S159_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_T20_C6.extendedFrags.fastq.gz
FUT8_T20_C7	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C7_S160_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C7_S160_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_T20_C7.extendedFrags.fastq.gz
FUT8_T20_C8	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C8_S161_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C8_S161_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_T20_C8.extendedFrags.fastq.gz
FUT8_T20_C9	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C9_S51_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-C9_S51_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_T20_C9.extendedFrags.fastq.gz
FUT8_T20_G1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-G1_S150_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-G1_S150_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_T20_G1.extendedFrags.fastq.gz
FUT8_T20_G2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-G2_S151_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-G2_S151_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_T20_G2.extendedFrags.fastq.gz
FUT8_T20_G3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-G3_S152_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-G3_S152_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_T20_G3.extendedFrags.fastq.gz
FUT8_T20_G4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-G4_S153_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T20-G4_S153_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_T20_G4.extendedFrags.fastq.gz
LUC7L_T22_C1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-C1_S94_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-C1_S94_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_T22_C1.extendedFrags.fastq.gz
LUC7L_T22_C2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-C2_S95_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-C2_S95_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_T22_C2.extendedFrags.fastq.gz
LUC7L_T22_C3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-C3_S96_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-C3_S96_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_T22_C3.extendedFrags.fastq.gz
LUC7L_T22_C4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-C4_S97_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-C4_S97_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_T22_C4.extendedFrags.fastq.gz
LUC7L_T22_C5	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-C5_S98_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-C5_S98_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_T22_C5.extendedFrags.fastq.gz
LUC7L_T22_C6	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-C6_S99_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-C6_S99_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_T22_C6.extendedFrags.fastq.gz
LUC7L_T22_C7	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-C7_S100_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-C7_S100_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_T22_C7.extendedFrags.fastq.gz
LUC7L_T22_C8	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-C8_S101_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-C8_S101_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_T22_C8.extendedFrags.fastq.gz
LUC7L_T22_G1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-G1_S90_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-G1_S90_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_T22_G1.extendedFrags.fastq.gz
LUC7L_T22_G2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-G2_S91_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-G2_S91_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_T22_G2.extendedFrags.fastq.gz
LUC7L_T22_G3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-G3_S92_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-G3_S92_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_T22_G3.extendedFrags.fastq.gz
LUC7L_T22_G4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-G4_S93_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T22-G4_S93_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_T22_G4.extendedFrags.fastq.gz
OVOL2_T23_C1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-C1_S106_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-C1_S106_L001_R2_001.fastq.gz	150	208	20	10	0.111	OVOL2_T23_C1.extendedFrags.fastq.gz
OVOL2_T23_C2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-C2_S107_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-C2_S107_L001_R2_001.fastq.gz	150	208	20	10	0.111	OVOL2_T23_C2.extendedFrags.fastq.gz
OVOL2_T23_C3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-C3_S108_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-C3_S108_L001_R2_001.fastq.gz	150	208	20	10	0.111	OVOL2_T23_C3.extendedFrags.fastq.gz
OVOL2_T23_C4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-C4_S109_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-C4_S109_L001_R2_001.fastq.gz	150	208	20	10	0.111	OVOL2_T23_C4.extendedFrags.fastq.gz
OVOL2_T23_C5	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-C5_S110_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-C5_S110_L001_R2_001.fastq.gz	150	208	20	10	0.111	OVOL2_T23_C5.extendedFrags.fastq.gz
OVOL2_T23_C6	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-C6_S111_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-C6_S111_L001_R2_001.fastq.gz	150	208	20	10	0.111	OVOL2_T23_C6.extendedFrags.fastq.gz
OVOL2_T23_C7	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-C7_S112_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-C7_S112_L001_R2_001.fastq.gz	150	208	20	10	0.111	OVOL2_T23_C7.extendedFrags.fastq.gz
OVOL2_T23_C8	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-C8_S113_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-C8_S113_L001_R2_001.fastq.gz	150	208	20	10	0.111	OVOL2_T23_C8.extendedFrags.fastq.gz
OVOL2_T23_G1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-G1_S102_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-G1_S102_L001_R2_001.fastq.gz	150	208	20	10	0.111	OVOL2_T23_G1.extendedFrags.fastq.gz
OVOL2_T23_G2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-G2_S103_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-G2_S103_L001_R2_001.fastq.gz	150	208	20	10	0.111	OVOL2_T23_G2.extendedFrags.fastq.gz
OVOL2_T23_G3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-G3_S104_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-G3_S104_L001_R2_001.fastq.gz	150	208	20	10	0.111	OVOL2_T23_G3.extendedFrags.fastq.gz
OVOL2_T23_G4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-G4_S105_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T23-G4_S105_L001_R2_001.fastq.gz	150	208	20	10	0.111	OVOL2_T23_G4.extendedFrags.fastq.gz
PLEKHG3_T24_C1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-C1_S118_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-C1_S118_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_T24_C1.extendedFrags.fastq.gz
PLEKHG3_T24_C2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-C2_S119_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-C2_S119_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_T24_C2.extendedFrags.fastq.gz
PLEKHG3_T24_C3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-C3_S120_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-C3_S120_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_T24_C3.extendedFrags.fastq.gz
PLEKHG3_T24_C4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-C4_S121_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-C4_S121_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_T24_C4.extendedFrags.fastq.gz
PLEKHG3_T24_C5	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-C5_S122_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-C5_S122_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_T24_C5.extendedFrags.fastq.gz
PLEKHG3_T24_C6	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-C6_S123_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-C6_S123_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_T24_C6.extendedFrags.fastq.gz
PLEKHG3_T24_C7	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-C7_S124_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-C7_S124_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_T24_C7.extendedFrags.fastq.gz
PLEKHG3_T24_C8	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-C8_S125_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-C8_S125_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_T24_C8.extendedFrags.fastq.gz
PLEKHG3_T24_G1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-G1_S114_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-G1_S114_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_T24_G1.extendedFrags.fastq.gz
PLEKHG3_T24_G2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-G2_S115_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-G2_S115_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_T24_G2.extendedFrags.fastq.gz
PLEKHG3_T24_G3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-G3_S116_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-G3_S116_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_T24_G3.extendedFrags.fastq.gz
PLEKHG3_T24_G4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-G4_S117_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T24-G4_S117_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_T24_G4.extendedFrags.fastq.gz
SH2B3_T14_C1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-C1_S142_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-C1_S142_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_T14_C1.extendedFrags.fastq.gz
SH2B3_T14_C2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-C2_S143_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-C2_S143_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_T14_C2.extendedFrags.fastq.gz
SH2B3_T14_C3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-C3_S144_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-C3_S144_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_T14_C3.extendedFrags.fastq.gz
SH2B3_T14_C4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-C4_S145_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-C4_S145_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_T14_C4.extendedFrags.fastq.gz
SH2B3_T14_C5	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-C5_S146_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-C5_S146_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_T14_C5.extendedFrags.fastq.gz
SH2B3_T14_C6	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-C6_S147_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-C6_S147_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_T14_C6.extendedFrags.fastq.gz
SH2B3_T14_C7	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-C7_S148_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-C7_S148_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_T14_C7.extendedFrags.fastq.gz
SH2B3_T14_C8	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-C8_S149_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-C8_S149_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_T14_C8.extendedFrags.fastq.gz
SH2B3_T14_G1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-G1_S138_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-G1_S138_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_T14_G1.extendedFrags.fastq.gz
SH2B3_T14_G2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-G2_S139_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-G2_S139_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_T14_G2.extendedFrags.fastq.gz
SH2B3_T14_G3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-G3_S140_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-G3_S140_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_T14_G3.extendedFrags.fastq.gz
SH2B3_T14_G4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-G4_S141_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T14-G4_S141_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_T14_G4.extendedFrags.fastq.gz
UGCG_T16_G1	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T16-G1_S37_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T16-G1_S37_L001_R2_001.fastq.gz	150	230	20	10	0.114	UGCG_T16_G1.extendedFrags.fastq.gz
UGCG_T16_G2	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T16-G2_S38_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T16-G2_S38_L001_R2_001.fastq.gz	150	230	20	10	0.114	UGCG_T16_G2.extendedFrags.fastq.gz
UGCG_T16_G3	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T16-G3_S39_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T16-G3_S39_L001_R2_001.fastq.gz	150	230	20	10	0.114	UGCG_T16_G3.extendedFrags.fastq.gz
UGCG_T16_G4	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T16-G4_S40_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/THP1/T16-G4_S40_L001_R2_001.fastq.gz	150	230	20	10	0.114	UGCG_T16_G4.extendedFrags.fastq.gz
