replicate_full	Read_1_file	Read_2_file	read_len	amplicon_size	amplicon_sd	min_overlap	max_mismatch_dens	output_file
SAV1_17_c7	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/17-c7_S11_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/17-c7_S11_L001_R2_001.fastq.gz	150	348	20	4	0.15	SAV1_17_c7.extendedFrags.fastq.gz
SAV1_17_c8	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/17-c8_S12_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/17-c8_S12_L001_R2_001.fastq.gz	150	348	20	4	0.15	SAV1_17_c8.extendedFrags.fastq.gz
SAV1_17_g1	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/17-g1_S1_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/17-g1_S1_L001_R2_001.fastq.gz	150	348	20	4	0.15	SAV1_17_g1.extendedFrags.fastq.gz
SAV1_17_g2	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/17-g2_S2_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/17-g2_S2_L001_R2_001.fastq.gz	150	348	20	4	0.15	SAV1_17_g2.extendedFrags.fastq.gz
SAV1_17_g3	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/17-g3_S3_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/17-g3_S3_L001_R2_001.fastq.gz	150	348	20	4	0.15	SAV1_17_g3.extendedFrags.fastq.gz
SAV1_17_g4	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/17-g4_S4_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/17-g4_S4_L001_R2_001.fastq.gz	150	348	20	4	0.15	SAV1_17_g4.extendedFrags.fastq.gz
SH2B3_20_c1	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-c1_S41_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-c1_S41_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_20_c1.extendedFrags.fastq.gz
SH2B3_20_c2	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-c2_S42_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-c2_S42_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_20_c2.extendedFrags.fastq.gz
SH2B3_20_c3	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-c3_S43_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-c3_S43_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_20_c3.extendedFrags.fastq.gz
SH2B3_20_c4	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-c4_S44_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-c4_S44_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_20_c4.extendedFrags.fastq.gz
SH2B3_20_c5	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-c5_S45_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-c5_S45_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_20_c5.extendedFrags.fastq.gz
SH2B3_20_c6	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-c6_S46_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-c6_S46_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_20_c6.extendedFrags.fastq.gz
SH2B3_20_c7	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-c7_S47_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-c7_S47_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_20_c7.extendedFrags.fastq.gz
SH2B3_20_c8	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-c8_S48_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-c8_S48_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_20_c8.extendedFrags.fastq.gz
SH2B3_20_g1	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-g1_S37_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-g1_S37_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_20_g1.extendedFrags.fastq.gz
SH2B3_20_g2	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-g2_S38_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-g2_S38_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_20_g2.extendedFrags.fastq.gz
SH2B3_20_g3	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-g3_S39_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-g3_S39_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_20_g3.extendedFrags.fastq.gz
SH2B3_20_g4	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-g4_S40_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/20-g4_S40_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_20_g4.extendedFrags.fastq.gz
STAT6_26_c1	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-c1_S89_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-c1_S89_L001_R2_001.fastq.gz	150	281	20	10	0.15	STAT6_26_c1.extendedFrags.fastq.gz
STAT6_26_c2	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-c2_S90_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-c2_S90_L001_R2_001.fastq.gz	150	281	20	10	0.15	STAT6_26_c2.extendedFrags.fastq.gz
STAT6_26_c3	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-c3_S91_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-c3_S91_L001_R2_001.fastq.gz	150	281	20	10	0.15	STAT6_26_c3.extendedFrags.fastq.gz
STAT6_26_c4	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-c4_S92_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-c4_S92_L001_R2_001.fastq.gz	150	281	20	10	0.15	STAT6_26_c4.extendedFrags.fastq.gz
STAT6_26_c5	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-c5_S93_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-c5_S93_L001_R2_001.fastq.gz	150	281	20	10	0.15	STAT6_26_c5.extendedFrags.fastq.gz
STAT6_26_c6	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-c6_S94_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-c6_S94_L001_R2_001.fastq.gz	150	281	20	10	0.15	STAT6_26_c6.extendedFrags.fastq.gz
STAT6_26_c7	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-c7_S95_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-c7_S95_L001_R2_001.fastq.gz	150	281	20	10	0.15	STAT6_26_c7.extendedFrags.fastq.gz
STAT6_26_c8	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-c8_S96_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-c8_S96_L001_R2_001.fastq.gz	150	281	20	10	0.15	STAT6_26_c8.extendedFrags.fastq.gz
STAT6_26_g1	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-g1_S85_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-g1_S85_L001_R2_001.fastq.gz	150	281	20	10	0.15	STAT6_26_g1.extendedFrags.fastq.gz
STAT6_26_g2	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-g2_S86_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-g2_S86_L001_R2_001.fastq.gz	150	281	20	10	0.15	STAT6_26_g2.extendedFrags.fastq.gz
STAT6_26_g3	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-g3_S87_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-g3_S87_L001_R2_001.fastq.gz	150	281	20	10	0.15	STAT6_26_g3.extendedFrags.fastq.gz
STAT6_26_g4	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-g4_S88_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/GenIE_2_2_seq_walkup_275/26-g4_S88_L001_R2_001.fastq.gz	150	281	20	10	0.15	STAT6_26_g4.extendedFrags.fastq.gz
