name	replicate	type	bam
UGCG	UGCG_H5_C5	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_H5_C5_filtered.bam
LUC7L	LUC7L_H11_G4	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/LUC7L_H11_G4_filtered.bam
UGCG	UGCG_H5_C3	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_H5_C3_filtered.bam
UGCG	UGCG_H5_C7	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_H5_C7_filtered.bam
CEP104	CEP104_H14_C3	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/CEP104_H14_C3_filtered.bam
UGCG	UGCG_H5_G3	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_H5_G3_filtered.bam
UGCG	UGCG_H5_G4	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_H5_G4_filtered.bam
UGCG	UGCG_H5_G1	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_H5_G1_filtered.bam
LUC7L	LUC7L_H11_C3	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/LUC7L_H11_C3_filtered.bam
UGCG	UGCG_H5_C6	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_H5_C6_filtered.bam
SH2B3	SH2B3_H3_C8	cDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_H3_C8_filtered.bam
SH2B3	SH2B3_H3_G2	gDNA	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/HL60/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_H3_G2_filtered.bam
