replicate_full	Read_1_file	Read_2_file	read_len	amplicon_size	amplicon_sd	min_overlap	max_mismatch_dens	output_file
FUT8_H9_C4	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H9-C4_S153_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H9-C4_S153_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_H9_C4.extendedFrags.fastq.gz
FUT8_H9_C5	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H9-C5_S154_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H9-C5_S154_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_H9_C5.extendedFrags.fastq.gz
FUT8_H9_C6	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H9-C6_S155_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H9-C6_S155_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_H9_C6.extendedFrags.fastq.gz
FUT8_H9_C7	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H9-C7_S156_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H9-C7_S156_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_H9_C7.extendedFrags.fastq.gz
FUT8_H9_C8	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H9-C8_S157_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H9-C8_S157_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_H9_C8.extendedFrags.fastq.gz
FUT8_H9_C9	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H9-C9_S33_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H9-C9_S33_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_H9_C9.extendedFrags.fastq.gz
FUT8_H9_G1	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H9-G1_S146_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H9-G1_S146_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_H9_G1.extendedFrags.fastq.gz
FUT8_H9_G2	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H9-G2_S147_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H9-G2_S147_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_H9_G2.extendedFrags.fastq.gz
FUT8_H9_G3	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H9-G3_S148_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H9-G3_S148_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_H9_G3.extendedFrags.fastq.gz
FUT8_H9_G4	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H9-G4_S149_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H9-G4_S149_L001_R2_001.fastq.gz	150	214	20	10	0.112	FUT8_H9_G4.extendedFrags.fastq.gz
LUC7L_H11_C1	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-C1_S98_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-C1_S98_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_H11_C1.extendedFrags.fastq.gz
LUC7L_H11_C2	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-C2_S99_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-C2_S99_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_H11_C2.extendedFrags.fastq.gz
LUC7L_H11_C3	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-C3_S100_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-C3_S100_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_H11_C3.extendedFrags.fastq.gz
LUC7L_H11_C4	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-C4_S101_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-C4_S101_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_H11_C4.extendedFrags.fastq.gz
LUC7L_H11_C5	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-C5_S102_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-C5_S102_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_H11_C5.extendedFrags.fastq.gz
LUC7L_H11_C6	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-C6_S103_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-C6_S103_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_H11_C6.extendedFrags.fastq.gz
LUC7L_H11_C7	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-C7_S104_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-C7_S104_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_H11_C7.extendedFrags.fastq.gz
LUC7L_H11_C8	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-C8_S105_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-C8_S105_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_H11_C8.extendedFrags.fastq.gz
LUC7L_H11_G1	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-G1_S94_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-G1_S94_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_H11_G1.extendedFrags.fastq.gz
LUC7L_H11_G2	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-G2_S95_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-G2_S95_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_H11_G2.extendedFrags.fastq.gz
LUC7L_H11_G3	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-G3_S96_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-G3_S96_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_H11_G3.extendedFrags.fastq.gz
LUC7L_H11_G4	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-G4_S97_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H11-G4_S97_L001_R2_001.fastq.gz	150	233	20	10	0.115	LUC7L_H11_G4.extendedFrags.fastq.gz
OVOL2_H12_G1	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H12-G1_S106_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H12-G1_S106_L001_R2_001.fastq.gz	150	208	20	10	0.111	OVOL2_H12_G1.extendedFrags.fastq.gz
OVOL2_H12_G2	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H12-G2_S107_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H12-G2_S107_L001_R2_001.fastq.gz	150	208	20	10	0.111	OVOL2_H12_G2.extendedFrags.fastq.gz
OVOL2_H12_G3	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H12-G3_S108_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H12-G3_S108_L001_R2_001.fastq.gz	150	208	20	10	0.111	OVOL2_H12_G3.extendedFrags.fastq.gz
OVOL2_H12_G4	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H12-G4_S109_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H12-G4_S109_L001_R2_001.fastq.gz	150	208	20	10	0.111	OVOL2_H12_G4.extendedFrags.fastq.gz
PLEKHG3_H13_C1	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-C1_S114_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-C1_S114_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_H13_C1.extendedFrags.fastq.gz
PLEKHG3_H13_C2	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-C2_S115_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-C2_S115_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_H13_C2.extendedFrags.fastq.gz
PLEKHG3_H13_C3	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-C3_S116_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-C3_S116_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_H13_C3.extendedFrags.fastq.gz
PLEKHG3_H13_C4	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-C4_S117_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-C4_S117_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_H13_C4.extendedFrags.fastq.gz
PLEKHG3_H13_C5	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-C5_S118_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-C5_S118_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_H13_C5.extendedFrags.fastq.gz
PLEKHG3_H13_C6	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-C6_S119_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-C6_S119_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_H13_C6.extendedFrags.fastq.gz
PLEKHG3_H13_C7	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-C7_S120_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-C7_S120_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_H13_C7.extendedFrags.fastq.gz
PLEKHG3_H13_C8	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-C8_S121_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-C8_S121_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_H13_C8.extendedFrags.fastq.gz
PLEKHG3_H13_G1	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-G1_S110_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-G1_S110_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_H13_G1.extendedFrags.fastq.gz
PLEKHG3_H13_G2	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-G2_S111_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-G2_S111_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_H13_G2.extendedFrags.fastq.gz
PLEKHG3_H13_G3	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-G3_S112_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-G3_S112_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_H13_G3.extendedFrags.fastq.gz
PLEKHG3_H13_G4	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-G4_S113_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H13-G4_S113_L001_R2_001.fastq.gz	150	219	20	10	0.112	PLEKHG3_H13_G4.extendedFrags.fastq.gz
SH2B3_H3_C10	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C10_S30_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C10_S30_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_H3_C10.extendedFrags.fastq.gz
SH2B3_H3_C11	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C11_S31_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C11_S31_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_H3_C11.extendedFrags.fastq.gz
SH2B3_H3_C1	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C1_S138_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C1_S138_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_H3_C1.extendedFrags.fastq.gz
SH2B3_H3_C2	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C2_S139_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C2_S139_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_H3_C2.extendedFrags.fastq.gz
SH2B3_H3_C3	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C3_S140_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C3_S140_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_H3_C3.extendedFrags.fastq.gz
SH2B3_H3_C4	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C4_S141_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C4_S141_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_H3_C4.extendedFrags.fastq.gz
SH2B3_H3_C5	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C5_S142_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C5_S142_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_H3_C5.extendedFrags.fastq.gz
SH2B3_H3_C6	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C6_S143_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C6_S143_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_H3_C6.extendedFrags.fastq.gz
SH2B3_H3_C7	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C7_S144_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C7_S144_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_H3_C7.extendedFrags.fastq.gz
SH2B3_H3_C8	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C8_S145_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C8_S145_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_H3_C8.extendedFrags.fastq.gz
SH2B3_H3_C9	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C9_S29_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-C9_S29_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_H3_C9.extendedFrags.fastq.gz
SH2B3_H3_G1	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-G1_S134_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-G1_S134_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_H3_G1.extendedFrags.fastq.gz
SH2B3_H3_G2	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-G2_S135_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-G2_S135_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_H3_G2.extendedFrags.fastq.gz
SH2B3_H3_G3	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-G3_S136_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-G3_S136_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_H3_G3.extendedFrags.fastq.gz
SH2B3_H3_G4	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-G4_S137_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H3-G4_S137_L001_R2_001.fastq.gz	150	192	20	10	0.109	SH2B3_H3_G4.extendedFrags.fastq.gz
UGCG_H5_C1	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-C1_S38_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-C1_S38_L001_R2_001.fastq.gz	150	230	20	10	0.114	UGCG_H5_C1.extendedFrags.fastq.gz
UGCG_H5_C2	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-C2_S39_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-C2_S39_L001_R2_001.fastq.gz	150	230	20	10	0.114	UGCG_H5_C2.extendedFrags.fastq.gz
UGCG_H5_C3	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-C3_S40_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-C3_S40_L001_R2_001.fastq.gz	150	230	20	10	0.114	UGCG_H5_C3.extendedFrags.fastq.gz
UGCG_H5_C4	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-C4_S41_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-C4_S41_L001_R2_001.fastq.gz	150	230	20	10	0.114	UGCG_H5_C4.extendedFrags.fastq.gz
UGCG_H5_C5	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-C5_S42_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-C5_S42_L001_R2_001.fastq.gz	150	230	20	10	0.114	UGCG_H5_C5.extendedFrags.fastq.gz
UGCG_H5_C6	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-C6_S43_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-C6_S43_L001_R2_001.fastq.gz	150	230	20	10	0.114	UGCG_H5_C6.extendedFrags.fastq.gz
UGCG_H5_C7	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-C7_S44_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-C7_S44_L001_R2_001.fastq.gz	150	230	20	10	0.114	UGCG_H5_C7.extendedFrags.fastq.gz
UGCG_H5_C8	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-C8_S45_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-C8_S45_L001_R2_001.fastq.gz	150	230	20	10	0.114	UGCG_H5_C8.extendedFrags.fastq.gz
UGCG_H5_C9	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-C9_S32_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-C9_S32_L001_R2_001.fastq.gz	150	230	20	10	0.114	UGCG_H5_C9.extendedFrags.fastq.gz
UGCG_H5_G1	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-G1_S34_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-G1_S34_L001_R2_001.fastq.gz	150	230	20	10	0.114	UGCG_H5_G1.extendedFrags.fastq.gz
UGCG_H5_G2	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-G2_S35_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-G2_S35_L001_R2_001.fastq.gz	150	230	20	10	0.114	UGCG_H5_G2.extendedFrags.fastq.gz
UGCG_H5_G3	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-G3_S36_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-G3_S36_L001_R2_001.fastq.gz	150	230	20	10	0.114	UGCG_H5_G3.extendedFrags.fastq.gz
UGCG_H5_G4	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-G4_S37_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H5-G4_S37_L001_R2_001.fastq.gz	150	230	20	10	0.114	UGCG_H5_G4.extendedFrags.fastq.gz
